제목,시작 날짜,시작 시간,끝 날짜,끝 시간,하루 종일,미리 알림 설정/해제,미리 알림 날짜,미리 알림 시간,모임 이끌이,필수 참석자,선택 참석자,모임 리소스,거리,범주 항목,비용 정보,설명,숨김,시간 상태 보기,우선 순위,우편물 종류,장소
아침메뉴,12/12/2016,07:30:00,12/12/2016,08:30:00,FALSE,FALSE,12/12/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
꼬맹이만두국
쌀밥
감자조림
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*블루베리파이/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
고구마샐러드

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,12/12/2016,11:30:00,12/12/2016,13:00:00,FALSE,FALSE,12/12/2016,11:30,Nine2Six,,,,,,,"
[한식]
떡만두국
흑향미밥
섭산적구이*무말랭이
오징어실채볶음
숙주미나리참깨나물
나트륨을줄인포기김치/석박지
901kcal

[일품]
돈까스카레
맑은우동국물
감자샐러드*블루베리소스
무비트피클
나트륨을줄인포기김치/석박지
1266kcal

[헬스&]
귀리오곡밥/맑은우동국물
더덕돈불고기
파래새우전
콩나물무침
나트륨줄인포기김치
방울토마토
나트륨을줄인포기김치
758kcal

[Slunch]
햄치즈샌드위치
오렌지치킨텐더샐러드
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장
적겨자잎믹스샐러드
알새우칩
애플D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,12/12/2016,17:30:00,12/12/2016,19:00:00,FALSE,FALSE,12/12/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[즉석]해물파전

쌀밥
돼지고기감자찌개
데친두부*볶음김치
절임고추양파간장
나트륨을줄인포기김치
800kcal

[샐러드도시락]
햄치즈샌드위치

[플러스메뉴]
적겨자잎믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,12/13/2016,07:30:00,12/13/2016,08:30:00,FALSE,FALSE,12/13/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
쇠고기미역국
쌀밥
마늘쫑무침
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*미니와플/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,12/13/2016,11:30:00,12/13/2016,13:00:00,FALSE,FALSE,12/13/2016,11:30,Nine2Six,,,,,,,"
[한식]
냉이버섯된장찌개
보리밥
우불고기*대파채
한식잡채*삼색전
파래김*양념장
나트륨을줄인포기김치/석박지
917kcal

[일품]
김치유부주머니우동

캘리포니아롤
왕새우튀김*핫바&허니S
치자단무지*락교
나트륨을줄인포기김치/석박지
985kcal

[헬스&]









[Slunch]
자몽샐러리콥샐러드
베이컨감자샌드위치
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장
적채무순믹스샐러드
잡곡크루통
참깨마요D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,12/13/2016,17:30:00,12/13/2016,19:00:00,FALSE,FALSE,12/13/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
뚝배기밀페유나베*폰즈소스
쌀밥
미트볼케찹조림
멸치고추장볶음
매실청오이지무침
나트륨을줄인포기김치
817kcal

[샐러드도시락]
베이컨감자샌드위치

[플러스메뉴]
파프리카믹스샐러드*견과류*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,12/14/2016,07:30:00,12/14/2016,08:30:00,FALSE,FALSE,12/14/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
두부김치찌개
쌀밥
명엽채무침
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*곡물식빵/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
햄구이

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,12/14/2016,11:30:00,12/14/2016,13:00:00,FALSE,FALSE,12/14/2016,11:30,Nine2Six,,,,,,,"
[한식]
뚝배기사골부대찌개*라면사리
기장밥
볼어묵메추리알조림
고추장떡*감자전
파래무생채
나트륨을줄인포기김치/석박지
1221kcal

[일품]
허브통살치킨까스*양념치킨소스
검정깨밥/크루통브로콜리스프
추억의사라다빵
오이피클*할리피뇨
나트륨을줄인포기김치/석박지
1350kcal

[헬스&]
우엉표고버섯현미밥/수삼양념장
시금치된장국
낙지시금치홍초샐러드
파슬리두부치자전
들깨무나물
씨앗애호박나물
나트륨 줄인 포기김치/사과
728kcal

[Slunch]
에그베이컨샌드위치
치킨머쉬룸샐러드
MINI과일팩

[플러스메뉴]
현미밥/볶음고추
레디쉬믹스샐러드
믹스견과
라즈베리요거트D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,12/14/2016,17:30:00,12/14/2016,19:00:00,FALSE,FALSE,12/14/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
참치김치볶음덮밥
팽이버섯된장국
[철판]꿀호떡*견과류시럽
연두부*양념장
오복채무침
나트륨을줄인포기김치
909kcal

[샐러드도시락]
치킨머쉬룸샐러드

[플러스메뉴]
적채무순믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,12/15/2016,07:30:00,12/15/2016,08:30:00,FALSE,FALSE,12/15/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
얼큰함콩나물국
쌀밥
비엔나볶음*케찹
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*미니크로와상/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
감자튀김

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
