제목,시작 날짜,시작 시간,끝 날짜,끝 시간,하루 종일,미리 알림 설정/해제,미리 알림 날짜,미리 알림 시간,모임 이끌이,필수 참석자,선택 참석자,모임 리소스,거리,범주 항목,비용 정보,설명,숨김,시간 상태 보기,우선 순위,우편물 종류,장소
아침메뉴,01/30/2017,07:30:00,01/30/2017,08:30:00,FALSE,FALSE,01/30/2017,07:30,Nine2Six,,,,,,,"
[한식                     ]







[일품                       ]





",FALSE,2,중간,보통,
점심메뉴,01/30/2017,11:30:00,01/30/2017,13:00:00,FALSE,FALSE,01/30/2017,11:30,Nine2Six,,,,,,,"
[한식]








[일품]







[헬스&]









[Slunch]




[플러스메뉴]




",FALSE,2,중간,보통,
저녁메뉴,01/30/2017,17:30:00,01/30/2017,19:00:00,FALSE,FALSE,01/30/2017,17:30,Nine2Six,,,,,,,"
[한식 or 일품]









",FALSE,2,중간,보통,
아침메뉴,01/31/2017,07:30:00,01/31/2017,08:30:00,FALSE,FALSE,01/31/2017,07:30,Nine2Six,,,,,,,"
[한식                     ]
북어채해장국
쌀밥
연근조림
연두부*양념장
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*미니와플/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
햄구이

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,01/31/2017,11:30:00,01/31/2017,13:00:00,FALSE,FALSE,01/31/2017,11:30,Nine2Six,,,,,,,"
[한식]
육개장*당면사리
쌀밥
감자전*고추장떡
햄야채볶음
김구이
나트륨을줄인포기김치/석박지
927kcal

[일품]
유부어묵우동
캘리포니아롤
생선까스*타르소스
락교&치자단무지
나트륨을줄인포기김치/석박지
942kcal

[헬스&]









[Slunch]
BLT샌드위치
아보카도콥샐러드
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장
아이순믹스샐러드
스위트콘*키드니빈
들깨소스D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,01/31/2017,17:30:00,01/31/2017,19:00:00,FALSE,FALSE,01/31/2017,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
하와이안미트버거

스프라이트
감자튀김*케찹
오이피클*할라피뇨
나트륨을줄인포기김치
945kcal

[샐러드도시락]
BLT샌드위치

[플러스메뉴]
라디치오믹스샐러드*견과류*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,02/01/2017,07:30:00,02/01/2017,08:30:00,FALSE,FALSE,02/01/2017,07:30,Nine2Six,,,,,,,"
[한식                     ]
경상도식쇠고기무국
쌀밥
명엽채흑임자무침
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*곡물식빵/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,02/01/2017,11:30:00,02/01/2017,13:00:00,FALSE,FALSE,02/01/2017,11:30,Nine2Six,,,,,,,"
[한식]
홍합짬뽕전골
보리밥
두부구이*달래양념장
게맛살채소볶음
우엉조림
나트륨을줄인포기김치/석박지
1041kcal

[일품]
불고기생채비빔밥
유부된장국
김말이강정
리치푸딩
나트륨을줄인포기김치/석박지
1668kcal

[헬스&]
발사믹소스연어구이
병아리콩오곡밥/홍합탕
무화과샐러드
호두시금치나물
양배추사과무침
나트륨 줄인 포기김치
오렌지
877kcal

[Slunch]
햄치즈파니니샌드위치
베이글치킨레몬샐러드
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장
컬리플라워믹스샐러드
잡곡크루통
유자레몬D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,02/01/2017,17:30:00,02/01/2017,19:00:00,FALSE,FALSE,02/01/2017,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
쫄볶이
김가루밥/꼬치어묵국
순대
군만두,김말이
스틱단무지
나트륨을줄인포기김치
1053kcal

[샐러드도시락]
햄치즈파니니샌드위치

[플러스메뉴]
컬리플라워믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,02/02/2017,07:30:00,02/02/2017,08:30:00,FALSE,FALSE,02/02/2017,07:30,Nine2Six,,,,,,,"
[한식                     ]
시금치된장국
쌀밥
동그랑땡구이
연두부*양념장
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*미니크로와상/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
감자튀김

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
