제목,시작 날짜,시작 시간,끝 날짜,끝 시간,하루 종일,미리 알림 설정/해제,미리 알림 날짜,미리 알림 시간,모임 이끌이,필수 참석자,선택 참석자,모임 리소스,거리,범주 항목,비용 정보,설명,숨김,시간 상태 보기,우선 순위,우편물 종류,장소
아침메뉴,02/08/2016,07:30:00,02/08/2016,08:30:00,FALSE,FALSE,02/08/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]







[일품                       ]





",FALSE,2,중간,보통,
점심메뉴,02/08/2016,11:30:00,02/08/2016,13:00:00,FALSE,FALSE,02/08/2016,11:30,Nine2Six,,,,,,,"
[한식]








[일품]







[헬스&]









[Slunch]




[플러스메뉴]




",FALSE,2,중간,보통,
저녁메뉴,02/08/2016,17:30:00,02/08/2016,19:00:00,FALSE,FALSE,02/08/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]









",FALSE,2,중간,보통,
아침메뉴,02/09/2016,07:30:00,02/09/2016,08:30:00,FALSE,FALSE,02/09/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]







[일품                       ]





",FALSE,2,중간,보통,
점심메뉴,02/09/2016,11:30:00,02/09/2016,13:00:00,FALSE,FALSE,02/09/2016,11:30,Nine2Six,,,,,,,"
[한식]








[일품]







[헬스&]









[Slunch]




[플러스메뉴]




",FALSE,2,중간,보통,
저녁메뉴,02/09/2016,17:30:00,02/09/2016,19:00:00,FALSE,FALSE,02/09/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]









",FALSE,2,중간,보통,
아침메뉴,02/10/2016,07:30:00,02/10/2016,08:30:00,FALSE,FALSE,02/10/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]







[일품                       ]





",FALSE,2,중간,보통,
점심메뉴,02/10/2016,11:30:00,02/10/2016,13:00:00,FALSE,FALSE,02/10/2016,11:30,Nine2Six,,,,,,,"
[한식]








[일품]







[헬스&]









[Slunch]




[플러스메뉴]




",FALSE,2,중간,보통,
저녁메뉴,02/10/2016,17:30:00,02/10/2016,19:00:00,FALSE,FALSE,02/10/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]









",FALSE,2,중간,보통,
아침메뉴,02/11/2016,07:30:00,02/11/2016,08:30:00,FALSE,FALSE,02/11/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
삼색수제비국
삼곡밥
연근땅콩조림
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*초코도넛/딸기잼*버터
그린샐러드*요거트D
우유/계란후라이
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,02/11/2016,11:30:00,02/11/2016,13:00:00,FALSE,FALSE,02/11/2016,11:30,Nine2Six,,,,,,,"
[한식]
매콤철판닭갈비*고구마사리(닭:브라질산)
기장밥
미역국
메추리알곤약조림메추리알
매실청오이지무침
나트륨을줄인포기김치/석박지
957kcal

[일품]
허브통살치킨까스*양념치킨S
(닭:국내산)
검정깨밥/크림스프
양념웻지감자/미니와플*초코시럽
무오이피클
나트륨을줄인포기김치/석박지
1355kcal

[헬스&]









[Slunch]
참깨불고기샐러드세트(소:호주산)
오렌지치킨텐더샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
베이비채소믹스샐러드
씨리얼
유자레몬D/오리엔탈D 
",FALSE,2,중간,보통,
저녁메뉴,02/11/2016,17:30:00,02/11/2016,19:00:00,FALSE,FALSE,02/11/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
꽁치한마리구이*레몬*와사비장
쌀밥
뚝배기두부김치찌개(돼지:미국산)
청포묵미나리무침
검은콩조림
나트륨을줄인포기김치
1066kcal

[샐러드도시락]
참깨불고기샐러드세트(소:호주산)

[플러스메뉴]
베이비채소믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,02/12/2016,07:30:00,02/12/2016,08:30:00,FALSE,FALSE,02/12/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
꼬맹이만두국
삼곡밥
두부양념조림
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*곡물식빵/딸기잼*버터
그린샐러드*요거트D
우유/스크램블에그
햄구이

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,02/12/2016,11:30:00,02/12/2016,13:00:00,FALSE,FALSE,02/12/2016,11:30,Nine2Six,,,,,,,"
[한식]
제육김치두루치기*두부찜(돼지:미국산)
흑향미밥
맑은호박감자국
어묵채간장양념볶음
시금치복분자겉절이
나트륨을줄인포기김치/석박지
945kcal

[일품]
[즉석]직화사천짜장면(돼지:국내산)
야채볶음밥손잡이/계란파국
비빔만두
단무지&양파*춘장
나트륨을줄인포기김치/석박지
1508kcal

[헬스&]
발아현미밥
맑은호박감자국
나물두부스테이크(소:호주산,돼지:국내산)
낙지청경채볶음(낙지:베트남산)
치자야채피클
나트륨줄인포기김치
사과
929kcal

[Slunch]
칠리또띠아샐러드세트(소:호주산)
치킨머쉬룸샐러드(닭:극내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
콜리플라워믹스샐러드
스위트콘*키드니빈스
파인애플D/오리엔탈D
",FALSE,2,중간,보통,
