제목,시작 날짜,시작 시간,끝 날짜,끝 시간,하루 종일,미리 알림 설정/해제,미리 알림 날짜,미리 알림 시간,모임 이끌이,필수 참석자,선택 참석자,모임 리소스,거리,범주 항목,비용 정보,설명,숨김,시간 상태 보기,우선 순위,우편물 종류,장소
아침메뉴,10/31/2016,07:30:00,10/31/2016,08:30:00,FALSE,FALSE,10/31/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
북어채해장국
삼곡밥
어묵볶음
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*모닝빵/딸기잼*버터
그린샐러드*유자레몬D
우유/스크램블에그
단호박샐러드

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,10/31/2016,11:30:00,10/31/2016,13:00:00,FALSE,FALSE,10/31/2016,11:30,Nine2Six,,,,,,,"
[한식]
차줌파표닭곰탕*소면사리(닭:국산)
흑향미밥
참치두부조림(대두:수입산)
깻잎부추전
아삭이고추쌈장무침
나트륨을줄인포기김치/석박지
1156kcal

[일품]
스팸마요덮밥(돼지:국산)
유부된장국
칠리치즈감자튀김(소:호주산)
오복채무침
나트륨을줄인포기김치/석박지
1638kcal

[헬스&]
두부렌틸콩소보르밥(대두:수입산)
닭가슴살채소칠리볶음(닭:국산)
참깨소스무샐러드
묵말랭이무침
메추리알비트조림
나트륨 줄인 포기김치
귤
857kcal

[Slunch]
자몽샐러리샐러드(닭:국산)
오렌지치킨텐더샐러드(닭:국산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
적겨자잎믹스샐러드
알새우칩
사우전아일랜드D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,10/31/2016,17:30:00,10/31/2016,19:00:00,FALSE,FALSE,10/31/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
칠리소스치킨까스*감자튀김
(닭:국산,인도네시아산)
쌀밥
미소시루(대두:수입산)
토마토부르게스타
무비트피클
나트륨을줄인포기김치
1195kcal

[샐러드도시락]
자몽샐러리샐러드(닭:국산)

[플러스메뉴]
적겨자잎믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,11/01/2016,07:30:00,11/01/2016,08:30:00,FALSE,FALSE,11/01/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
쇠고기미역국(소:미국산)
삼곡밥
깻잎양념무침
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*미니와플/딸기잼*버터
그린샐러드*유자레몬D
우유/계란후라이
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,11/01/2016,11:30:00,11/01/2016,13:00:00,FALSE,FALSE,11/01/2016,11:30,Nine2Six,,,,,,,"
[한식]
한방보쌈세트(돼지:수입산)
차조밥
뚝배기된장찌개(대두:수입산)
감자전
양파장아찌
잘익은열무김치/석박지
908kcal

[일품]
[모듬까스정식]돈까스*멘치카츠*계란후라이
(돼지:국산,소:호주산)


완두콩밥/양송이크림스프
마카로니콘샐러드
오이피클*할라피뇨
잘익은열무김치/석박지
1561kcal

[헬스&]









[Slunch]
칠리브리또샐러드(소:호주산)
치킨머쉬룸샐러드(닭:국산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
파프리카믹스샐러드
믹스견과
두유렌치D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,11/01/2016,17:30:00,11/01/2016,19:00:00,FALSE,FALSE,11/01/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
훈제오리구이*허니S*절임무
(오리:국산,소:호주산)
쌀밥
맑은재첩국
볼어묵조림
전통식혜
나트륨을줄인포기김치
983kcal

[샐러드도시락]
칠리브리또샐러드(소:호주산)

[플러스메뉴]
파프리카믹스샐러드*견과류*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,11/02/2016,07:30:00,11/02/2016,08:30:00,FALSE,FALSE,11/02/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
김치콩나물국
삼곡밥
멸치아몬드볶음
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*곡물식빵/딸기잼*버터
그린샐러드*유자레몬D
우유/스크램블에그
햄구이(돼지:국산,닭:국산)

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,11/02/2016,11:30:00,11/02/2016,13:00:00,FALSE,FALSE,11/02/2016,11:30,Nine2Six,,,,,,,"
[한식]
[뚝배기]만두전골*겨자소스(소:미국산)
기장밥
메추리알곤약조림
삼색묵*양념장
쑥갓두부무침(대두:수입산)
나트륨을줄인포기김치/석박지
731kcal

[일품]
돈육김치덮밥*깻잎채(돼지:미국산)
맑은어묵국
피쉬커틀렛*타르소스
오렌지*방울토마토
나트륨을줄인포기김치/석박지
804kcal

[헬스&]
율무오곡밥/어묵국
닭가슴살허브떡갈비(닭:국산)
팽이버섯치커리무침
씨앗멸치볶음
참나물무침
나트륨 줄인 포기김치
사과
793kcal

[Slunch]
베이글치킨레몬샐러드(닭:국산)
그릭치킨샐러드(닭:국산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
컬리플라워(+적채)믹스샐러드
잡곡크루통
참깨마요D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,11/02/2016,17:30:00,11/02/2016,19:00:00,FALSE,FALSE,11/02/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[제육쌈밥정식]숯불제육볶음(돼지:국산)
쌀밥
칼칼한시골강된장찌개(대두:수입산)
미역줄기볶음
모듬쌈(청경채,상추,케일)*쌈장
나트륨을줄인포기김치
871kcal

[샐러드도시락]
베이글치킨레몬샐러드(닭:국산)

[플러스메뉴]
컬리플라워믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,11/03/2016,07:30:00,11/03/2016,08:30:00,FALSE,FALSE,11/03/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
두부김치찌개(대두:수입산)
쌀밥
검은깨명엽채볶음
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*미니크로와상/딸기잼*버터
그린샐러드*유자레몬D
우유/계란후라이
감자튀김

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
