제목,시작 날짜,시작 시간,끝 날짜,끝 시간,하루 종일,미리 알림 설정/해제,미리 알림 날짜,미리 알림 시간,모임 이끌이,필수 참석자,선택 참석자,모임 리소스,거리,범주 항목,비용 정보,설명,숨김,시간 상태 보기,우선 순위,우편물 종류,장소
아침메뉴,08/01/2016,07:30:00,08/01/2016,08:30:00,FALSE,FALSE,08/01/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
얼큰한콩나물국
삼곡밥
두부양념조림
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*모닝빵/딸기잼*버터
그린샐러드*요거트D
우유/스크램블에그
단호박샐러드

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,08/01/2016,11:30:00,08/01/2016,13:00:00,FALSE,FALSE,08/01/2016,11:30,Nine2Six,,,,,,,"
[한식]
속이든든한쇠고기국밥*당면(소:미국산)
쌀밥
알감자조림
볼어묵곤약조림
매실청오이지무침
나트륨을줄인포기김치/석박지
1231kcal

[일품]
일식카레라이스*감자고로케
유부된장국
쫄면야채무침*땅콩가루
무비트피클
나트륨을줄인포기김치/석박지
871kcal

[헬스&]
모듬콩현미밥/유부된장국
가자미감자그린빈구이
돌나물호두사과샐러드
흑임자오리엔탈소스
유채고추장나물
메추리알조림/방울토마토
나트륨줄인포기김치
1022kcal

[Slunch]
불고기브리또샐러드세트(소:호주산)
오렌지치킨텐더샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
라디치오믹스샐러드
콘후레이크
애플D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,08/01/2016,17:30:00,08/01/2016,19:00:00,FALSE,FALSE,08/01/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
함박찹스테이크*감자샐러드
(돼지:수입,국산,닭:국산,소:호주산)
쌀밥
미니물냉면
멕시칸샐러드(돼지:국내산,닭:국내산)
야채피클
나트륨을줄인포기김치
931kcal

[샐러드도시락]
불고기브리또샐러드세트(소:호주산)

[플러스메뉴]
라디치오믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,08/02/2016,07:30:00,08/02/2016,08:30:00,FALSE,FALSE,08/02/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
쇠고기두부탕국(소:미국산)
삼곡밥
깻잎양념무침
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*부시맥브레드/딸기잼*버터
그린샐러드*요거트D
우유/계란후라이
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,08/02/2016,11:30:00,08/02/2016,13:00:00,FALSE,FALSE,08/02/2016,11:30,Nine2Six,,,,,,,"
[한식]
제육김치두루치기*두부찜(돼지:국내산)
흑향미밥
오이미역냉국
비엔나야채볶음
통깨건파래볶음
나트륨을줄인포기김치/석박지
1081kcal

[일품]
[직화]북어채해장짬뽕
쌀밥(추가밥)
땅콩분태제육강정(돼지:국내산)
짜사이무침
나트륨을줄인포기김치/석박지
1300kcal

[헬스&]









[Slunch]
팟타이누들샐러드
치킨머쉬룸샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
비타민믹스샐러드
믹스견과
케어플러스키위D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,08/02/2016,17:30:00,08/02/2016,19:00:00,FALSE,FALSE,08/02/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[즉석]쫄면*삶은계란
맑은우동국물
김가루주먹밥
물만두*초간장
과일요거트샐러드
나트륨을줄인포기김치
1224kcal

[샐러드도시락]
팟타이누들샐러드

[플러스메뉴]
비타민샐러드*견과류*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,08/03/2016,07:30:00,08/03/2016,08:30:00,FALSE,FALSE,08/03/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
얼갈이된장국
삼곡밥
꽁치양념무조림
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*곡물식빵/딸기잼*버터
그린샐러드*요거트D
우유/스크램블에그
햄구이

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,08/03/2016,11:30:00,08/03/2016,13:00:00,FALSE,FALSE,08/03/2016,11:30,Nine2Six,,,,,,,"
[한식]
[철판]삼겹살통마늘구이*파무침
(돼지:칠레산,수입산)
기장밥
콩나물냉국
부드러운야채계란찜
모듬쌈채소*쌈장
나트륨을줄인포기김치/석박지
1217kcal

[일품]
스팸마늘쫑볶음밥*계란후라이
미역국
더블소스핫도그
방울토마토*오렌지
나트륨을줄인포기김치/석박지
1089kcal

[헬스&]
수삼뿌리채소밥/콩나물냉국
나트륨줄인간장양념장
갈릭소스 영양부추떡갈비
(돼지:국내산,소:호주산)
참깨소스연두부샐러드
통들깨멸치볶음
노각무침/토마토
나트륨줄인포기김치
803kcal

[Slunch]
카프라제치아바타샌드위치
그릭치킨샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
적겨자잎믹스샐러드
잡곡크루통
참깨마요D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,08/03/2016,17:30:00,08/03/2016,19:00:00,FALSE,FALSE,08/03/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
삼치데리야끼구이*레몬
쌀밥
뚝배기강된장찌개
어묵콩나물무침
아삭이고추된장무침
나트륨을줄인포기김치
844kcal

[샐러드도시락]
카프라제치아바타샌드위치

[플러스메뉴]
적겨자잎믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,08/04/2016,07:30:00,08/04/2016,08:30:00,FALSE,FALSE,08/04/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
콩비지김치찌개(돼지:국내산)
삼곡밥
맛살야채볶음
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*미니크로와상/딸기잼*버터
그린샐러드*요거트D
우유/계란후라이
감자튀김

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
