제목,시작 날짜,시작 시간,끝 날짜,끝 시간,하루 종일,미리 알림 설정/해제,미리 알림 날짜,미리 알림 시간,모임 이끌이,필수 참석자,선택 참석자,모임 리소스,거리,범주 항목,비용 정보,설명,숨김,시간 상태 보기,우선 순위,우편물 종류,장소
아침메뉴,04/11/2016,07:30:00,04/11/2016,08:30:00,FALSE,FALSE,04/11/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
쇠고기두부탕국(소:미국산)
삼곡밥
명엽채볶음
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*미니와플/딸기잼*버터
그린샐러드*유자레몬D
우유/스크램블에그
단호박샐러드

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,04/11/2016,11:30:00,04/11/2016,13:00:00,FALSE,FALSE,04/11/2016,11:30,Nine2Six,,,,,,,"
[한식]
쇠고기버섯불고기*돌나물유자샐러드
(소:호주산)
수수밥 
된장찌개
야채계란찜
파래김구이*양념장
나트륨을줄인포기김치/석박지
1422kcal

[일품]
토마토바질스파게티
스프라이트
애플고르곤졸라피자생선*꿀
생오이피클*할라페뇨
나트륨을줄인포기김치/석박지
908kcal

[헬스&]
달래새싹비빕밥*감식초장
맑은순두부국
봄동두부전
쇠고기피망볶음(소:호주산)
연근유자청피클
나트륨을줄인포기김치
바나나
1078kcal

[Slunch]
베이글치킨레몬샐러드(닭:국내산)
그릭치킨샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
라디치오믹스샐러드
씨리얼
참깨마요D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,04/11/2016,17:30:00,04/11/2016,19:00:00,FALSE,FALSE,04/11/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[새마을식당]7분김치찌개*조미김가루
(돼지:미국산)
쌀밥
새우동그랑땡전
도토리묵야채무침
콩나물무침
나트륨을줄인포기김치
793kcal

[샐러드도시락]
베이글치킨레몬샐러드(닭:국내산)

[플러스메뉴]
라디치오믹스샐러드*견과류*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,04/12/2016,07:30:00,04/12/2016,08:30:00,FALSE,FALSE,04/12/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
참치김치찌개
삼곡밥
볼어묵풋고추볶음
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*부시맥브레드/딸기잼*버터
그린샐러드*유자레몬D
우유/계란후라이
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,04/12/2016,11:30:00,04/12/2016,13:00:00,FALSE,FALSE,04/12/2016,11:30,Nine2Six,,,,,,,"
[한식]
[철판]뼈없는닭갈비(닭:브라질산)
기장밥
근대국 
청양풍잡채 (돼지:국내산)
모듬쌈*쌈장
나트륨을줄인포기김치/석박지
991kcal

[일품]
순살등심돈까스*일식돈까스S
(돼지:국내산)
후리가케밥/미니냉모밀
단호박샐러드
일식치자단무지*초생강
나트륨을줄인포기김치/석박지
1406kcal

[헬스&]









[Slunch]
그린빈치킨샐러드세트(닭:국내산)
치킨머쉬룸샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
적겨자잎믹스샐러드
스위트콘*키드니빈
블루베리요거트D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,04/12/2016,17:30:00,04/12/2016,19:00:00,FALSE,FALSE,04/12/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
뼈다귀해장국*수제비사리(돼지:캐나다산)
쌀밥
두부구이*양념장
어묵마늘종볶음
치커리양파무침
나트륨을줄인포기김치
856kcal

[샐러드도시락]
그린빈치킨샐러드세트(닭:국내산)

[플러스메뉴]
적겨자잎믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,04/13/2016,07:30:00,04/13/2016,08:30:00,FALSE,FALSE,04/13/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]







[일품                       ]





",FALSE,2,중간,보통,
점심메뉴,04/13/2016,11:30:00,04/13/2016,13:00:00,FALSE,FALSE,04/13/2016,11:30,Nine2Six,,,,,,,"
[한식]








[일품]







[헬스&]









[Slunch]




[플러스메뉴]




",FALSE,2,중간,보통,
저녁메뉴,04/13/2016,17:30:00,04/13/2016,19:00:00,FALSE,FALSE,04/13/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]









",FALSE,2,중간,보통,
아침메뉴,04/14/2016,07:30:00,04/14/2016,08:30:00,FALSE,FALSE,04/14/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
감자미역국
삼곡밥
두부양념조림
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*곡물식빵/딸기잼*버터
그린샐러드*유자레몬D
우유/스크램블에그
햄구이

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,04/14/2016,11:30:00,04/14/2016,13:00:00,FALSE,FALSE,04/14/2016,11:30,Nine2Six,,,,,,,"
[한식]
설렁탕*소면사리(소:호주산)
쌀밥
모듬숙회*초장
감자전 
검은콩조림 
나트륨을줄인포기김치/석박지
855kcal

[일품]
돈코츠미소라멘(돼지:미국산)
후리가케주먹밥
생선까스*타르타르S
매실청오이지무침
나트륨을줄인포기김치/석박지
884kcal

[헬스&]









[Slunch]
참치파프리카또띠아샐러드
레인보우치킨샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
레디쉬믹스샐러드
잡곡크루통
유자레몬D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,04/14/2016,17:30:00,04/14/2016,19:00:00,FALSE,FALSE,04/14/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
규동[일본식쇠고기덮밥](소:호주산)
미소시루
새우튀김*연유마요네즈S
감자샐러드*블루베리요거트소스
일식치자단무지*초생강
나트륨을줄인포기김치
1147kcal

[샐러드도시락]
참치파프리카또띠아세트

[플러스메뉴]
레디쉬믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,04/15/2016,07:30:00,04/15/2016,08:30:00,FALSE,FALSE,04/15/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
얼큰속풀이국
삼곡밥
견과류멸치볶음
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*초코도넛/딸기잼*버터
그린샐러드*유자레몬D
우유/계란후라이
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
