제목,시작 날짜,시작 시간,끝 날짜,끝 시간,하루 종일,미리 알림 설정/해제,미리 알림 날짜,미리 알림 시간,모임 이끌이,필수 참석자,선택 참석자,모임 리소스,거리,범주 항목,비용 정보,설명,숨김,시간 상태 보기,우선 순위,우편물 종류,장소
아침메뉴,03/05/2018,07:30:00,03/05/2018,08:30:00,FALSE,FALSE,03/05/2018,07:30,Nine2Six,,,,,,,"
[한식                     ]
경상도식쇠고기무국
쌀밥
참치야채볶음
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/쌀밥
나트륨을줄인포기김치

[일품                       ]
토스트식빵*모닝빵/딸기잼*버터*케찹
그린샐러드*오리엔탈D
우유/스크램블에그
고구마샐러드

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,03/05/2018,11:30:00,03/05/2018,13:00:00,FALSE,FALSE,03/05/2018,11:30,Nine2Six,,,,,,,"
[한식]
한방양지탕*당면사리
흑향미밥
비엔나볶음*케찹
알감자조림
무말랭이무침
나트륨을줄인포기김치/석박지
1032kcal

[일품]
허브순살치킨까스&양념치킨소스
후리가게밥/크림스프
감자튀김&케찹
무비트피클
나트륨을줄인포기김치/석박지
1076kcal

[헬스&]
녹차현미밥/양지탕
돼지고기더덕구이 참나물무침
참깨소스연두부
통들깨멸치볶음
오이양파초무침
나트륨줄인포기김치
오렌지
918kcal

[Slunch]
햄치즈파니니샌드위치
아보카도콥샐러드

[플러스메뉴]
현미밥/볶음고추장
감자튀김&케찹
아이순믹스샐러드
알새우칩
애플D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,03/05/2018,17:30:00,03/05/2018,19:00:00,FALSE,FALSE,03/05/2018,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[즉석]닭칼국수
쌀밥
메밀전병*부추겉절이
절임고추무침

나트륨을줄인포기김치
1003kcal

[샐러드도시락]
햄치즈파니니샌드위치

[플러스메뉴]
믹스샐러드*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,03/06/2018,07:30:00,03/06/2018,08:30:00,FALSE,FALSE,03/06/2018,07:30,Nine2Six,,,,,,,"
[한식                     ]
조랭이떡국
쌀밥
후랑크소시지볶음
연두부*양념장
나트륨을줄인포기김치

[즉석]
즉석해장라면/쌀밥
나트륨을줄인포기김치

[일품                       ]
토스트식빵*미니참깨롤빵/딸기잼*버터*케찹
그린샐러드*오리엔탈D
우유/스크램블에그
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,03/06/2018,11:30:00,03/06/2018,13:00:00,FALSE,FALSE,03/06/2018,11:30,Nine2Six,,,,,,,"
[한식]
뚝배기돈사태김치찜
보리밥
어묵탕국
허브감자전
파래김&양념장
나트륨을줄인포기김치/석박지
967kcal

[일품]
순살햄김치볶음덮밥
팽이버섯된장국
연필춘권튀김*칠리소스
오복채무침
나트륨을줄인포기김치/석박지
1321kcal

[헬스&]









[Slunch]
햄에그클럽샌드위치
캐슈넛닭가슴살샐러드

[플러스메뉴]
현미밥/볶음고추장
파래김&양념장
파프리카믹스샐러드
라면땅
블루베리요거트D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,03/06/2018,17:30:00,03/06/2018,19:00:00,FALSE,FALSE,03/06/2018,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
김부삼[김치,부추,삼겹살] 
쌀밥
열무된장국
연두부*양념장
모듬쌈[상추,깻잎,청경채]*쌈장
나트륨을줄인포기김치
1321kcal

[샐러드도시락]
햄에그클럽샌드위치

[플러스메뉴]
믹스샐러드*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,03/07/2018,07:30:00,03/07/2018,08:30:00,FALSE,FALSE,03/07/2018,07:30,Nine2Six,,,,,,,"
[한식                     ]
배추된장국
쌀밥
꽁치김치찌개
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/쌀밥
나트륨을줄인포기김치

[일품                       ]
토스트식빵*곡물식빵/딸기잼*버터*케찹
그린샐러드*오리엔탈D
우유/스크램블에그
햄구이

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,03/07/2018,11:30:00,03/07/2018,13:00:00,FALSE,FALSE,03/07/2018,11:30,Nine2Six,,,,,,,"
[한식]
재첩순두부찌개
수수밥
새우완자전
연근조림 
숙주유부겨자무침
나트륨을줄인포기김치/석박지
954kcal

[일품]
봄쭈꾸미낙지볶음덮밥
맑은콩나물국
흑임자고구마맛탕
떠먹는요플레
나트륨을줄인포기김치/석박지
1054kcal

[헬스&]
채소듬뿍드라이카레
귀리오곡밥/콩나물국
볶은현미닭가슴살구이샐러드
오리엔탈드레싱
콜라비치자절임
해초두부씨앗무침
나트륨줄인포기김치/방토
894kcal

[Slunch]
BLT샌드위치
베이컨로메인샐러드

[플러스메뉴]
현미밥/볶음고추장
흑임자고구마맛탕
라디치오믹스샐러드
잡곡크루통
참깨마요D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,03/07/2018,17:30:00,03/07/2018,19:00:00,FALSE,FALSE,03/07/2018,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
베이컨김치볶음밥*계란후라이
아욱된장국
순살햄구이*케찹 
상추겉절이

나트륨을줄인포기김치
997kcal

[샐러드도시락]
BLT샌드위치

[플러스메뉴]
믹스샐러드*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,03/08/2018,07:30:00,03/08/2018,08:30:00,FALSE,FALSE,03/08/2018,07:30,Nine2Six,,,,,,,"
[한식                     ]
김치콩나물국
쌀밥
떡갈비야채볶음
연두부*양념장
나트륨을줄인포기김치

[즉석]
즉석해장라면/쌀밥
나트륨을줄인포기김치

[일품                       ]
토스트식빵*초코도넛/딸기잼*버처*케찹
그린샐러드*오리엔탈D
우유/스크램블에그
감자튀김

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
