제목,시작 날짜,시작 시간,끝 날짜,끝 시간,하루 종일,미리 알림 설정/해제,미리 알림 날짜,미리 알림 시간,모임 이끌이,필수 참석자,선택 참석자,모임 리소스,거리,범주 항목,비용 정보,설명,숨김,시간 상태 보기,우선 순위,우편물 종류,장소
아침메뉴,06/06/2016,07:30:00,06/06/2016,08:30:00,FALSE,FALSE,06/06/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]







[일품                       ]





",FALSE,2,중간,보통,
점심메뉴,06/06/2016,11:30:00,06/06/2016,13:00:00,FALSE,FALSE,06/06/2016,11:30,Nine2Six,,,,,,,"
[한식]








[일품]







[헬스&]









[Slunch]




[플러스메뉴]




",FALSE,2,중간,보통,
저녁메뉴,06/06/2016,17:30:00,06/06/2016,19:00:00,FALSE,FALSE,06/06/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]









",FALSE,2,중간,보통,
아침메뉴,06/07/2016,07:30:00,06/07/2016,08:30:00,FALSE,FALSE,06/07/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
어묵무국
삼곡밥
마늘쫑양념무침
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*부시맥브레드/딸기잼*버터
그린샐러드*요거트D
우유/계란후라이
단호박샐러드

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,06/07/2016,11:30:00,06/07/2016,13:00:00,FALSE,FALSE,06/07/2016,11:30,Nine2Six,,,,,,,"
[한식]
[새마을식당]7분김치찌개*조미김가루
(돼지:수입산,미국산)
기장밥
야채계란말이
감자채파프리카볶음
상추들깨겉절이
나트륨을줄인포기김치/석박지
1310kcal

[일품]
수제소시지오므라이스*더블소스                      
맑은우동국물
콘치즈모닝빵
마카로니콘샐러드
나트륨을줄인포기김치/석박지
1349kcal

[헬스&]









[Slunch]
팟타이누들샐러드
치킨머쉬룸샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
아이순믹스샐러드
스위트콘*키드니빈
흑임자D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,06/07/2016,17:30:00,06/07/2016,19:00:00,FALSE,FALSE,06/07/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[즉석]비빔면*삶은계란
쌀밥
물만두*초간장
달콤고구마맛탕
이집트콩샐러드
나트륨을줄인포기김치
1394kcal

[샐러드도시락]
팟타이누들샐러드

[플러스메뉴]
아이순믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,06/08/2016,07:30:00,06/08/2016,08:30:00,FALSE,FALSE,06/08/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
콩가루배추국
삼곡밥
꽁치양념무조림
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*곡물식빵/딸기잼*버터
그린샐러드*요거트D
우유/스크램블에그
햄구이

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,06/08/2016,11:30:00,06/08/2016,13:00:00,FALSE,FALSE,06/08/2016,11:30,Nine2Six,,,,,,,"
[한식]
속이든든한쇠고기국밥(소:미국산)
쌀밥
옛날소시지전*케찹
부들어묵볶음
검정콩조림
나트륨을줄인포기김치/석박지
1262kcal

[일품]
[즉석]고추잡채덮밥*꽃빵(돼지:국내산)
맑은호박감자국
해파리냉채
수박
나트륨을줄인포기김치/석박지
1522kcal

[헬스&]
아욱된장보리밥
콩나물국
아스파라거스제육구이(돼지:미국산)
올방개묵삼색회
느타리버섯들깨나물
오렌지
나트륨을줄인포기김치
721kcal

[Slunch]
카프라제치아바타샌드위치
그릭치킨샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
삼색파프리카믹스샐러드
잡곡크루통
유자레몬D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,06/08/2016,17:30:00,06/08/2016,19:00:00,FALSE,FALSE,06/08/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
뚝배기매운돈사태떡찜(돼지:국내산)
쌀밥
미역국
햄마늘쫑볶음
가지나물
나트륨을줄인포기김치
848kcal

[샐러드도시락]
카프라제치아바타샌드위치

[플러스메뉴]
삼색파프리카믹스샐러드*견과류*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,06/09/2016,07:30:00,06/09/2016,08:30:00,FALSE,FALSE,06/09/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
호박고추장찌개
삼곡밥
동그랑땡데리야끼조림(돼지:국내,닭:국내)
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*초코도넛/딸기잼*버터
그린샐러드*요거트D
우유/계란후라이
단호박샐러드

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,06/09/2016,11:30:00,06/09/2016,13:00:00,FALSE,FALSE,06/09/2016,11:30,Nine2Six,,,,,,,"
[한식]
고추장삼겹살통마늘구이*파무침
(돼지:칠레산)
흑향미밥
시금치국
맛살야채볶음
모듬쌈채소*쌈장
나트륨을줄인포기김치/석박지
1191kcal

[일품]
시원한 열무물국수
김가루멸치주먹밥
감자전
절임고추무침
나트륨을줄인포기김치/석박지
1133kcal

[헬스&]









[Slunch]
아보카도쉬림프샐러드
오렌지치킨텐더샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
꽁보리밥/볶음고추장(소:호주산)
시골강된장
무생채,청상추,김가루
참기름
",FALSE,2,중간,보통,
저녁메뉴,06/09/2016,17:30:00,06/09/2016,19:00:00,FALSE,FALSE,06/09/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
뚝배기해물누룽지탕
쌀밥
레몬탕수육(돼지:국내산)
꽃맛살샐러드
짜사이무침
나트륨을줄인포기김치
1074kcal

[샐러드도시락]
아보카도쉬림프샐러드

[플러스메뉴]
베이비채소믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,06/10/2016,07:30:00,06/10/2016,08:30:00,FALSE,FALSE,06/10/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
쇠고기두부탕국(소:미국산)
삼곡밥
아몬드멸치볶음
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*블루베리파이/딸기잼*버터
그린샐러드*요거트D
우유/스크램블에그
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,06/10/2016,11:30:00,06/10/2016,13:00:00,FALSE,FALSE,06/10/2016,11:30,Nine2Six,,,,,,,"
[한식]
철판순살닭갈비*고구마사리(닭:브라질산)
차조밥
맑은콩나물국
참나물오이유자무침
통깨건파래볶음
나트륨을줄인포기김치/석박지
981kcal

[일품]
순살등심돈까스*데미(돼지:국내산)
검정깨밥/크루통스프
반달감자튀김/부시맥브래드/포션버터
무오이피클
나트륨을줄인포기김치/석박지
1137kcal

[헬스&]
삼치카레구이
씨앗오곡밥
호박채맑은국
황금송이브로콜리볶음
무쌈말이
방울토마토
나트륨을줄인포기김치
818kcal

[Slunch]
불고기브리또샐러드세트(소:호주산)
레인보우치킨샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
비타민믹스샐러드
믹스견과
두유렌치D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,06/10/2016,17:30:00,06/10/2016,19:00:00,FALSE,FALSE,06/10/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
부대찌개*라면사리
쌀밥
코다리강정(명태:러시아산)
보들보들야채계란찜
아삭이고추무침
나트륨을줄인포기김치
1036kcal

[샐러드도시락]
불고기브리또샐러드세트(소:호주산)

[플러스메뉴]
비타민믹스샐러드*견과류*오리엔탈D
",FALSE,2,중간,보통,
