제목,시작 날짜,시작 시간,끝 날짜,끝 시간,하루 종일,미리 알림 설정/해제,미리 알림 날짜,미리 알림 시간,모임 이끌이,필수 참석자,선택 참석자,모임 리소스,거리,범주 항목,비용 정보,설명,숨김,시간 상태 보기,우선 순위,우편물 종류,장소
아침메뉴,06/26/2017,07:30:00,06/26/2017,08:30:00,FALSE,FALSE,06/26/2017,07:30,Nine2Six,,,,,,,"
[한식                     ]
제육김치찌개
쌀밥
고추장멸치볶음
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*모닝빵/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
고구마샐러드

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,06/26/2017,11:30:00,06/26/2017,13:00:00,FALSE,FALSE,06/26/2017,11:30,Nine2Six,,,,,,,"
[한식]
설렁탕&소면사리
흑향미밥
오징어미나리초무침
도토리묵김가루무침
매실청오이지무침
나트륨을줄인포기김치/석박지
754kcal

[일품]
쭈낙볶음밥*김가루 ,숙주
콩나물냉국
볶음우동
과일젤리
나트륨을줄인포기김치/석박지
1317kcal

[헬스&]
귀리오곡밥/설렁탕
더덕돈불고기
파래새우전
콩나물무침
나트륨줄인포기김치
방울토마토
나트륨줄인포기김치
844kcal

[Slunch]
햄에그클럽샌드위치
오렌지치킨텐더샐러드
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장
아이순믹스샐러드
알새우칩
애플D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,06/26/2017,17:30:00,06/26/2017,19:00:00,FALSE,FALSE,06/26/2017,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[철판]삼겹살구이 * 김치볶음
얼갈이된장국
쌀밥
모듬쌈(상추,청경채)&쌈장
부추겉절이
나트륨을줄인포기김치
1081kcal

[샐러드도시락]
햄에그클럽샌드위치

[플러스메뉴]
아이순믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,06/27/2017,07:30:00,06/27/2017,08:30:00,FALSE,FALSE,06/27/2017,07:30,Nine2Six,,,,,,,"
[한식                     ]
호박고추장찌개
쌀밥
후랑크야채볶음
연두부*양념장
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*블루베리와플/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,06/27/2017,11:30:00,06/27/2017,13:00:00,FALSE,FALSE,06/27/2017,11:30,Nine2Six,,,,,,,"
[한식]
소고기버섯전골
기장밥
갈비산적조림
부추전
무말랭이무침
나트륨을줄인포기김치/석박지
1134kcal

[일품]
닭가슴살찹스테이크
계란볶음밥/맑은우동국물
멕시칸샐러드
야채피클
나트륨을줄인포기김치/석박지
1104kcal

[헬스&]









[Slunch]
BLT샌드위치
쇠고기브리또샐러드
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장
파프리카믹스샐러드
견과류
블루베리요거트D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,06/27/2017,17:30:00,06/27/2017,19:00:00,FALSE,FALSE,06/27/2017,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[즉석] 베를린김밥
꼬치어묵국
국물떡볶이
김말이튀김

나트륨을줄인포기김치
1263kcal

[샐러드도시락]
BLT샌드위치

[플러스메뉴]
파프리카믹스샐러드*견과류*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,06/28/2017,07:30:00,06/28/2017,08:30:00,FALSE,FALSE,06/28/2017,07:30,Nine2Six,,,,,,,"
[한식                     ]
콩나물국
쌀밥
미트볼케찹조림
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*곡물식빵/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
햄구이

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,06/28/2017,11:30:00,06/28/2017,13:00:00,FALSE,FALSE,06/28/2017,11:30,Nine2Six,,,,,,,"
[한식]
뚝배기참치김치찌개
차조밥
동그랑땡계란지짐
어묵채볶음
참나물무침
나트륨을줄인포기김치/석박지
876kcal

[일품]
우불채소비빔국수
미역장국
닭불꼬치&허니S
바나나1/2&오렌지1/4
나트륨을줄인포기김치/석박지
1220kcal

[헬스&]
슈퍼오곡밥/미역장국
갈치고구마조림
씨앗견과계란말이
포두부피망볶음
오이나물
오렌지
나트륨줄인포기김치
733kcal

[Slunch]
햄치즈파니니샌드위치
아보카도쉬림프샐러드
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장
라디치오믹스샐러드
잡곡크루통
참깨마요D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,06/28/2017,17:30:00,06/28/2017,19:00:00,FALSE,FALSE,06/28/2017,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[제육쌈밥정식]
쌀밥
제육야채볶음
뚝배기자박장 / 두부구이*양념장
모듬쌈(상추,깻잎,양배추쌈)
나트륨을줄인포기김치
1381kcal

[샐러드도시락]
햄치즈파니니샌드위치

[플러스메뉴]
라디치오믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,06/29/2017,07:30:00,06/29/2017,08:30:00,FALSE,FALSE,06/29/2017,07:30,Nine2Six,,,,,,,"
[한식                     ]
꼬맹이만두국
쌀밥
방게조림
연두부*양념장
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*미니크로와상/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
감자튀김

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
