제목,시작 날짜,시작 시간,끝 날짜,끝 시간,하루 종일,미리 알림 설정/해제,미리 알림 날짜,미리 알림 시간,모임 이끌이,필수 참석자,선택 참석자,모임 리소스,거리,범주 항목,비용 정보,설명,숨김,시간 상태 보기,우선 순위,우편물 종류,장소
아침메뉴,04/25/2016,07:30:00,04/25/2016,08:30:00,FALSE,FALSE,04/25/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
얼큰오징어무찌개
삼곡밥
동그랑땡*케찹(돼지:국내산,닭:국내산)
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*참깨롤빵/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
단호박샐러드

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,04/25/2016,11:30:00,04/25/2016,13:00:00,FALSE,FALSE,04/25/2016,11:30,Nine2Six,,,,,,,"
[한식]
얼큰한육개장(소:미국산,육우:국내산)
차조밥
참치두부조림
햄모듬야채볶음
참나물겉절이
나트륨을줄인포기김치/석박지
897kcal

[일품]
왕돈까스*옛날돈까스S(돼지:국내산)
검정깨밥/크림스프
부시맥브레드/단호박샐러드
무오이피클
나트륨을줄인포기김치/석박지
1650kcal

[헬스&]
뽕잎오곡밥
미역국
씨겨자닭다리살채소구이(닭:국내산)
토마토연두부카프레제
배추나물
도라지오이무침/사과
나트륨을줄인포기김치
700kcal

[Slunch]
베이글치킨레몬샐러드(닭:국내산)
레인보우튜나샐러드
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
비타민믹스샐러드
씨리얼
참깨마요D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,04/25/2016,17:30:00,04/25/2016,19:00:00,FALSE,FALSE,04/25/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[철판]쌀국수볶음
나시고랭볶음밥
쇠고기육수
잡채말이어묵튀김*허니S
무비트피클
나트륨을줄인포기김치
1582kcal

[샐러드도시락]
베이글치킨레몬샐러드(닭:국내산)

[플러스메뉴]
비타민믹스샐러드*견과류*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,04/26/2016,07:30:00,04/26/2016,08:30:00,FALSE,FALSE,04/26/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
맑은순두부찌개*양념장
삼곡밥
무말랭이무침
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*미니와플/딸기잼*버터
그린샐러드*키위D
우유/계란후라이
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,04/26/2016,11:30:00,04/26/2016,13:00:00,FALSE,FALSE,04/26/2016,11:30,Nine2Six,,,,,,,"
[한식]
고추장삼겹살구이*파무침(돼지:칠레산)
기장밥
아욱된장국
볼어묵곤약조림
콩나물삼색겨자채
나트륨을줄인포기김치/석박지
1292kcal

[일품]
[즉석]청양풍볶음우동(닭:브라질산)
미소시루
칠리소스감자튀김(소:호주산)
단무지부추무침
나트륨을줄인포기김치/석박지
1126kcal

[헬스&]









[Slunch]
참치파프리카또띠아샐러드
치킨머쉬룸샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
self비빔밥
강된장,무생채,김가루,생야채
꽁보리밥
",FALSE,2,중간,보통,
저녁메뉴,04/26/2016,17:30:00,04/26/2016,19:00:00,FALSE,FALSE,04/26/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[스팸정식]스팸*계란후라이*김치볶음
쌀밥
팽이버섯된장국
맛살야채볶음
건파래볶음
나트륨을줄인포기김치
667kcal

[샐러드도시락]
참치파프리카또띠아샐러드

[플러스메뉴]
아이순믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,04/27/2016,07:30:00,04/27/2016,08:30:00,FALSE,FALSE,04/27/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
돼지고기감자찌개(돼지:미국산)
삼곡밥
연근땅콩조림
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*모닝빵/딸기잼*버터
그린샐러드*키위D
우유/스크램블에그
감자튀김

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,04/27/2016,11:30:00,04/27/2016,13:00:00,FALSE,FALSE,04/27/2016,11:30,Nine2Six,,,,,,,"
[한식]
뚝배기심슨탕(소:호주산)
쌀밥
야채계란찜
표고버섯마늘쫑볶음
미역줄기볶음
나트륨을줄인포기김치/석박지
831kcal

[일품]
바베큐소시지오므라이스
맑은우동국물
타코야끼
할라피뇨&오이피클
나트륨을줄인포기김치/석박지
1793kcal

[헬스&]
아마씨드발아현미밥
콩나물국
쇠고기구이달래무침(소:미국산)
두릅양배추말이/감식초장
계란말이(1/2)
애호박들깨볶음/방울토마토
나트륨줄인포기김치
937kcal

[Slunch]
카프라제치아바타샌드위치
그릭치킨샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
방울토마토믹스샐러드
믹스견과
오디요거트D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,04/27/2016,17:30:00,04/27/2016,19:00:00,FALSE,FALSE,04/27/2016,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
뚝배기동태탕(명태:러시아산)
쌀밥
떡갈비피망조림(돼지:국내산,닭:국내산)
버섯잡채
오이미나리무침
나트륨을줄인포기김치
931kcal

[샐러드도시락]
카프라제치아바타샌드위치

[플러스메뉴]
방울토마토믹스샐러드*견과류*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,04/28/2016,07:30:00,04/28/2016,08:30:00,FALSE,FALSE,04/28/2016,07:30,Nine2Six,,,,,,,"
[한식                     ]
꼬맹이만두국
삼곡밥
쥐어채흑임자무침(갈치:국내산)
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*미니크로와상/딸기잼*버터
그린샐러드*키위D
우유/계란후라이
햄구이

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
