제목,시작 날짜,시작 시간,끝 날짜,끝 시간,하루 종일,미리 알림 설정/해제,미리 알림 날짜,미리 알림 시간,모임 이끌이,필수 참석자,선택 참석자,모임 리소스,거리,범주 항목,비용 정보,설명,숨김,시간 상태 보기,우선 순위,우편물 종류,장소
아침메뉴,01/04/2015,07:30:00,01/04/2015,08:30:00,FALSE,FALSE,01/04/2015,07:30,Nine2Six,,,,,,,"
[한식                     ]
조랭이떡미역국
삼곡밥
연근땅콩조림
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*미니크로와상/딸기잼*버터
그린샐러드*유자레몬D
우유/스크램블에그
고구마샐러드

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,01/04/2015,11:30:00,01/04/2015,13:00:00,FALSE,FALSE,01/04/2015,11:30,Nine2Six,,,,,,,"
[한식]
진한 사골떡만두국(소:호주산)
쌀밥
떡고기산적구이*부추겉절이
(돼지(수입산,국산),닭고기(국산))
두부양념조림
참나물들깨무침
나트륨을줄인포기김치/석박지
1234kcal

[일품]







[헬스&]









[Slunch]

쇠고기브리또세트(소:호주산)


[플러스메뉴]
현미밥/볶음고추장(소:호주산)
비타민믹스샐러드
스위트콘*키드니빈
케어플러스키위D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,01/04/2015,17:30:00,01/04/2015,19:00:00,FALSE,FALSE,01/04/2015,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
간장데리야끼삼치구이*꽈리고추
쌀밥
보글보글해물된장찌개
야채계란말이
파래무생채
나트륨을줄인포기김치
1454kcal

[샐러드도시락]
쇠고기브리또샐러드세트(소:호주산)

[플러스메뉴]
라디치오믹스샐러드*견과류**오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,01/05/2015,07:30:00,01/05/2015,08:30:00,FALSE,FALSE,01/05/2015,07:30,Nine2Six,,,,,,,"
[한식                     ]
돼지고기감자찌개(돼지:미국산)
삼곡밥
맛살야채볶음
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*미니참깨롤빵/딸기잼*버터
그린샐러드*유자레몬D
우유/계란후라이
씨리얼

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,01/05/2015,11:30:00,01/05/2015,13:00:00,FALSE,FALSE,01/05/2015,11:30,Nine2Six,,,,,,,"
[한식]
얼큰한재첩순두부찌개
차조밥
비엔나소시지구이*케찹
계란장조림
건파래볶음
나트륨을줄인포기김치/석박지
1223kcal

[일품]
[즉석]청양풍볶음우동
(닭:브라질산)
마약김밥*겨자소스/쌀밥
유부된장국
달콤고구마맛탕
나트륨을줄인포기김치/석박지
1096kcal

[헬스&]









[Slunch]
바질페스토감자샐러드세트
치킨머쉬룸샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
적근대잎믹스샐러드
씨리얼
땅콩버터D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,01/05/2015,17:30:00,01/05/2015,19:00:00,FALSE,FALSE,01/05/2015,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[철판]나시고랭*계란후라이(소:호주산)
팽이버섯된장국
미니비빔쫄면
모듬춘권*칠리s 
무비트피클
나트륨을줄인포기김치
1218kcal

[샐러드도시락]
바질페스토감자샐러드세트

[플러스메뉴]
적근대믹스샐러드*씨리얼*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,01/06/2015,07:30:00,01/06/2015,08:30:00,FALSE,FALSE,01/06/2015,07:30,Nine2Six,,,,,,,"
[한식                     ]
시원한북어채해장국
삼곡밥
양념깻잎무침
김구이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
토스트식빵*부시맥브레드/딸기잼*버터
그린샐러드*유자레몬D
우유/스크램블에그
감자튀김

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
점심메뉴,01/06/2015,11:30:00,01/06/2015,13:00:00,FALSE,FALSE,01/06/2015,11:30,Nine2Six,,,,,,,"
[한식]
한방양지탕*당면사리(소:호주산)
흑향미밥
모듬숙회(오징어,브로커리,쌈다시마)
녹두빈대떡
검은깨명엽채볶음
나트륨을줄인포기김치/석박지
844kcal

[일품]
스팸마요덮밥
무순장국
국물떡볶이*김말이튀김
단무지부추무침
나트륨을줄인포기김치/석박지
1393kcal

[헬스&]
현미오곡연잎밥 
미역국
훈제오리포두부쌈
(오리(국내산),비프엑기스(우육:호주산))
건새우브로콜리볶음
무말랭이고춧잎무침
백김치
사과
777kcal

[Slunch]
잡곡파니니샌드위치세트
그릭치킨샐러드(닭:국내산)
MINI과일팩

[플러스메뉴]
현미밥/볶음고추장(소:호주산)
파프리카믹스샐러드
견과류
케어플러스오디두유마요D/오리엔탈D
",FALSE,2,중간,보통,
저녁메뉴,01/06/2015,17:30:00,01/06/2015,19:00:00,FALSE,FALSE,01/06/2015,17:30,Nine2Six,,,,,,,"
[한식 or 일품]
[즉석]바지락칼국수
쌀밥
김치만두찜
연근땅콩조림
봄동겉절이
열무김치
830kcal

[샐러드도시락]
잡곡파니니샌드위치세트

[플러스메뉴]
파프리카믹스샐러드*견과류*오리엔탈D
",FALSE,2,중간,보통,
아침메뉴,01/07/2015,07:30:00,01/07/2015,08:30:00,FALSE,FALSE,01/07/2015,07:30,Nine2Six,,,,,,,"
[한식                     ]
시금치국
삼곡밥
꽁치양념무조림
계란후라이
나트륨을줄인포기김치

[즉석]
즉석해장라면/삼곡밥
/나트륨을줄인포기김치

[일품                       ]
곡물식빵*토스트식빵/딸기잼*버터
그린샐러드*유자레몬D
우유/계란후라이
햄구이

[플러스메뉴]
누룽지
",FALSE,2,중간,보통,
